Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By,Label
SatelliteObservation,Class,,,,,,A remote sensing measurement capturing key environmental or atmospheric variables of the Earth’s surface and climate system.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,SatelliteObservation
MeteorologicalStation,Class,,,,,,"A ground-based facility that measures atmospheric and weather variables such as temperature, humidity, precipitation, and wind.",https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,MeteorologicalStation
EnvironmentalPhenomenon,Class,,,,,,"A naturally occurring process within the environment arising from interactions among biological, physical, or chemical components.",https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,EnvironmentalPhenomenon
EarthSystemPhenomenon,Class,,,,,,"A large-scale physical, chemical, or biological process that occurs within or across components of the Earth system.",https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,EarthSystemPhenomenon
MeteorologicalExtremeEvent,Class,,,,,,"Any atmospheric or weather-related phenomenon that deviates drastically from normal conditions and poses risks to humans, ecosystems, or infrastructure.",https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,MeteorologicalExtremeEvent
occursAt,Object Property,,,MeteorologicalExtremeEvent,Location,,A relation linking an event to the geographical location where it takes place or manifests its observable impacts.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,occursAt
Heatwave,Class,MeteorologicalExtremeEvent,IS-A,,,,A meteorological extreme event consisting of several consecutive days of unusually high temperatures relative to local climate norms.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,Heatwave
hasPopulationDensity,Object Property,,,Location,PopulationDensity,,Relates a Location to its corresponding PopulationDensity measurement.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,hasPopulationDensity
PopulationDensity,Class,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,IS-A,,,,A quantitative demographic indicator representing the number of individuals residing within a defined unit area of a geographic location.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,PopulationDensity
AgeSpecificPopulationDensity,Class,PopulationDensity,IS-A,,,,,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,AgeSpecificPopulationDensity
AgeGroup,Class,,,,,,A group of people whose ages fall within a specified range.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,AgeGroup
forAgeGroup,Object Property,,,AgeSpecificPopulationDensity,AgeGroup,1,A relation indicating that a population density measurement applies to a specific age group defined by a minimum and maximum age.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,forAgeGroup
hasMinimumAge,Data Property,,,AgeGroup,integer,,A data property that specifies the lower bound of the age range defining an age group.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,hasMinimumAge
hasMaximumAge,Data Property,,,AgeGroup,integer,,A data property that specifies the upper bound of the age range defining an age group.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,hasMaximumAge
NumberOfHeatwaveDays,Class,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,IS-A,,,,A quantitative observation describing the total count of days during which heatwave conditions occur at a given location within a defined time interval.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,NumberOfHeatwaveDays
hasNumberOfHeatwaveDays,Object Property,,,Location,NumberOfHeatwaveDays,,An object property that relates a location to an observation representing the number of days during which heatwave conditions occur.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,hasNumberOfHeatwaveDays
isDerivedFromEvent,Object Property,,,NumberOfHeatwaveDays,Heatwave,,An object property that relates a derived quantitative indicator to one or more events from which the indicator has been computed or aggregated.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,isDerivedFromEvent
http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,Object Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,hasValue
http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,Object Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,hasUnit
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,double,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,hasNumericalValue
http://www.ontology-of-units-of-measure.org/resource/om-2/symbol,Data Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,string,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,symbol
hasTemporalFrequency,Object Property,,,NumberOfHeatwaveDays,TemporalFrequency,,"An object property that links an observation to the temporal frequency at which the observed quantity is defined, measured, or aggregated.",https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,hasTemporalFrequency
TemporalFrequency,Class,,,,,,"The regularity or recurrence pattern according to which an observation or aggregated value is defined, such as annually, monthly, or weekly.",https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,TemporalFrequency
AnnualFrequency,Class,TemporalFrequency,IS-A,,,,A temporal frequency representing the count of occurrences within a calendar year.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,AnnualFrequency
MonthlyFrequency,Class,TemporalFrequency,IS-A,,,,A temporal frequency representing the count of occurrences within a calendar month.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,MonthlyFrequency
WeeklyFrequency,Class,TemporalFrequency,IS-A,,,,A temporal frequency representing the count of occurrences within a calendar week.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,WeeklyFrequency
hasTimeInterval,Object Property,,,NumberOfHeatwaveDays,http://www.w3.org/2006/time#TemporalEntity ,,An object property that relates an aggregated observation result to the temporal interval over which it was computed.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,hasTimeInterval
http://www.w3.org/2006/time#hasBeginning ,Object Property,,,http://www.w3.org/2006/time#TemporalEntity ,http://www.w3.org/2006/time#Instant,,,http://www.w3.org/2006/time,hasBeginning
http://www.w3.org/2006/time#hasEnd,Object Property,,,http://www.w3.org/2006/time#TemporalEntity ,http://www.w3.org/2006/time#Instant,,,http://www.w3.org/2006/time,hasEnd
http://www.w3.org/2006/time#inXSDDateTime,Data Property,,,http://www.w3.org/2006/time#Instant,dateTime,,,http://www.w3.org/2006/time,inXSDDateTime
LandSurfaceTemperature,Class,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,IS-A,,,,The radiative temperature of the Earth’s land surface at a specific location and time.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,LandSurfaceTemperature
hasLandSurfaceTemperature,Object Property,,,Location,LandSurfaceTemperature,,An object property that relates a location to its land surface temperature at a specific time.,https://github.com/TheWorldAvatar/ontoclimateadapt/OntoClimateAdapt.owl,hasLandSurfaceTemperature
measuredAtTime,Object Property,,,LandSurfaceTemperature,http://www.w3.org/2006/time#Instant,,The time instant when the temperatue was recorded.,http://www.w3.org/2006/time,measuredAtTime
