Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By,Label
Ecosystem,Class,,,,,,Hazards can disrupt ecosystem balance to long-term environmental degradation.,http://www.theworldavatar.com/kg/ontolandslide,Ecosystem
NetworkInfrastructure,Class,InfrastructureComponent,IS-A,,,,"Network systems, i.e. installations and facilities spreading across land.",http://www.theworldavatar.com/kg/ontolandslide,Network infrastructure
ArealInfrastructure,Class,InfrastructureComponent,IS-A,,,,Areal installations and land-uses.,http://www.theworldavatar.com/kg/ontolandslide,Areal infrastructure
MobilityNetwork,Class,NetworkInfrastructure,IS-A,,,,"Network-shaped infrastructure to enable transport of people and goods (e.g. roads, railroads).",http://www.theworldavatar.com/kg/ontolandslide,Mobility network
ProvisioningNetwork,Class,NetworkInfrastructure,IS-A,,,,"Network-shaped infrastructure for provisioning goods (e.g. electricity, gas, water).",http://www.theworldavatar.com/kg/ontolandslide,Provisioning network
ResidentialInfrastructure,Class,ArealInfrastructure,IS-A,,,,Material infrastructure in form of residential buildings.,http://www.theworldavatar.com/kg/ontolandslide,ResidentialArea
CommercialInfrastructure,Class,ArealInfrastructure,IS-A,,,,Material infrastructure in form of commercial buildings.,http://www.theworldavatar.com/kg/ontolandslide,CommercialArea
IndustrialInfrastructure,Class,ArealInfrastructure,IS-A,,,,Material infrastructure in form of industrial buildings.,http://www.theworldavatar.com/kg/ontolandslide,IndustrialArea
Impact,Class,,,,,,Consequences of an event taking place.,http://www.theworldavatar.com/kg/ontolandslide,Impact
resultsIn,Object Property,,,Hazard,Impact,,A relationship between an Event and its effects.,http://www.theworldavatar.com/kg/ontolandslide,results in
hasMonetaryValue,Object Property,,,Impact,http://www.ontology-of-units-of-measure.org/resource/om-2/AmountOfMoney,exactly 1,A relationship between an Impact and the quantification of its cumulative effects in monetary terms.,http://www.theworldavatar.com/kg/ontolandslide,has monetary value
http://www.ontology-of-units-of-measure.org/resource/om-2/AmountOfMoney,Class,,,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,Amount Of Money
causesLossOfLifeOf,Object Property,,,Hazard,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,This property links a hazard to the quantity representing the loss of life it causes.,http://www.theworldavatar.com/kg/ontolandslide,causes Loss Of Life Of
causesEvacuationOf,Object Property,,,Hazard,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,This property associates a hazard with the quantity representing the number of evacuations it causes.,http://www.theworldavatar.com/kg/ontolandslide,causes Evacuation Of
endangersOf,Object Property,,,Hazard,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,This property connects a hazard to the quantity representing the entities it endangers.,http://www.theworldavatar.com/kg/ontolandslide,endangers Of
causesDamageOf,Object Property,,,Hazard,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,This property links a hazard to the quantity representing the damage it causes.,http://www.theworldavatar.com/kg/ontolandslide,
indicatesQuantityOf,Object Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,EnvironmentalComponent UNION Population UNION InfrastructureComponent,,"This property associates a quantity with the environmental component, population, or infrastructure component it indicates.",http://www.theworldavatar.com/kg/ontolandslide,indicates Quantity Of
hasAffectedArea,Object Property,,,InfrastructureComponent,http://www.ontology-of-units-of-measure.org/resource/om-2/Area,,A relationship between an affected Infrastructure Component and the corresponding area affected.,http://www.theworldavatar.com/kg/ontolandslide,has affected area
LandslideAlertOrWarning,Class,,,,,,A notification issued based on predictive analysis or real-time monitoring indicating potential or imminent landslide risk in a specific area.,http://www.theworldavatar.com/kg/ontolandslide,Landslide alert or warning
LandslideArea,Class,,,,,,Area for which a landslide warning or alert service is provided (i.e. area to which a landslide warning/alert applies).,http://www.theworldavatar.com/kg/ontolandslide,Landslide area
LandslideAlertOrWarningHistory,Class,,,,,,A collection of all previously issued landslide warnings and alerts.,http://www.theworldavatar.com/kg/ontolandslide,Landslide alert or warning history
https://www.theworldavatar.com/kg/ontotimeseries/TimeSeries,Class,,,,,,,https://www.theworldavatar.com/kg/ontotimeseries/,
currentWarning,Object Property,,,LandslideArea,LandslideAlertOrWarning,,,http://www.theworldavatar.com/kg/ontolandslide,current warning
hasAlertOrWarningHistory,Object Property,,,LanslideArea,LandslideAlertOrWarningHistory,exactly 1,A relationship between a Landslide Area and its collection of previous landslide warnings and alerts.,http://www.theworldavatar.com/kg/ontolandslide,has historical warning
https://www.theworldavatar.com/kg/ontotimeseries/hasTimeSeries,Object Property,,,LandslideAlertOrWarningHistory,https://www.theworldavatar.com/kg/ontotimeseries/TimeSeries,exactly 1,A relationship between the collection of previous landslide warnings and alerts and their actual time series history.,http://www.theworldavatar.com/kg/ontolandslide,has time series
Severity,Class,,,,,,The potential impact of the landslide associated with a landslide warning/alert.,http://www.theworldavatar.com/kg/ontolandslide,Severity
LandslideAlert,Class,Severity,IS-A,,,,Landslide alert/warning indicating that landslide is possible (i.e. one should be prepared).,http://www.theworldavatar.com/kg/ontolandslide,Landslide alert
LandslideWarning,Class,Severity,IS-A,,,,Landslide alert/warning indicating that landslide is expected (i.e. immediate action required).,http://www.theworldavatar.com/kg/ontolandslide,Landslide warning
InactiveLandslideWarning,Class,Severity,IS-A,,,,Landslide alert/warning indicating that the landslide warning is no longer active.,http://www.theworldavatar.com/kg/ontolandslide,Inactive Landslide Warning
SevereLandslideWarning,Class,Severity,IS-A,,,,Landslide alert/warning indicating that severe landslide is expected (i.e. danger to life).,http://www.theworldavatar.com/kg/ontolandslide,Severe landslide warning
hasSeverity,Object Property,,,LandslideAlertOrWarning,Severity,exactly 1,A relationship between a Landslide Alert/Warning and its severity.,http://www.theworldavatar.com/kg/ontolandslide,has severity
LandslideForecast,Class,,,,,,A forecast of landslide risk providing the indication of potential landsliding a few days into the future.,http://www.theworldavatar.com/kg/ontolandslide,Landslide forecast
RiskLevel,Class,,,,,,A measure of hazard potential defined by expected likelihood and forecasted impact.,http://www.theworldavatar.com/kg/ontolandslide,Risk level
Likelihood,Class,,,,,,The probability of a forecasted landslide event.,http://www.theworldavatar.com/kg/ontolandslide,Likelihood
PotentialImpact,Class,,,,,,The potential impacts of a forecasted landslide event.,http://www.theworldavatar.com/kg/ontolandslide,Potential impact
LandslideForecastModel,Class,,,,,,"A computational model that predicts potential landslide events based on landslide, meteorological, and geographic data.",http://www.theworldavatar.com/kg/ontolandslide,Landslide Forecast Model
isBasedOn,Object Property,,,LandslideAlertOrWarning,LandslideForecast,,An object property that specifies that a LandslideDataset is derived from either a LandslideForecastModel or a MeteorologicalDataset.,http://www.theworldavatar.com/kg/ontolandslide,is Based On
hasRiskLevel,Object Property,,,LandslideForecast,RiskLevel,exactly 1,A relationship between a landslide forecast and its anticipated risk.,http://www.theworldavatar.com/kg/ontolandslide,has risk level
hasLikelihood,Object Property,,,RiskLevel,Likelihood,exactly 1,A relationship between a risk level and the underlying likelihood.,http://www.theworldavatar.com/kg/ontolandslide,has likelihood
hasPotentialImpact,Object Property,,,RiskLevel,PotentialImpact,exactly 1,A relationship between a risk level and the underlying impact potential.,http://www.theworldavatar.com/kg/ontolandslide,has potential impact
warnsAbout,Object Property,,,LandslideAlertOrWarning,Landslide,exactly 1,A relationship between a Landslide Alert/Warning and the actual landslide event it refers to.,http://www.theworldavatar.com/kg/ontolandslide,warns about
isBasedOn,Object Property,,some,LandslideForecastModel,LandslideDataset UNION MeteorologicalDataset,,"A computational model that predicts potential landslide events based on landslide, meteorological, and geographic data.",http://www.theworldavatar.com/kg/ontolandslide,is Based On
hasLocation,Object Property,,,http://sweetontology.net/phen/Event UNION LandslideForecast UNION LandslideArea,Location,exactly 1,A relationship between a (forecasted) event and its geospatial location.,http://www.theworldavatar.com/kg/ontolandslide,has location
LandslideDataset,Class,,,,,,A collection of structured data related to past and predicted landslide events,http://www.theworldavatar.com/kg/ontolandslide,Landslide Dataset
MeteorologicalDataset,Class,,,,,,A dataset containing weather-related data.,http://www.theworldavatar.com/kg/ontolandslide,Meteorological Dataset
Dataset,Class,,,,,,"A structured collection of related data points used for analysis, modeling, or decision-making.",http://www.theworldavatar.com/kg/ontolandslide,Dataset
Property,Class,,,,,,A measurable characteristic or attribute of an entity.,http://www.theworldavatar.com/kg/ontolandslide,Property
FeatureOfInterest,Class,,,,,,"A geographic or environmental entity, that is being observed or analyzed.",http://www.theworldavatar.com/kg/ontolandslide,Feature Of Interest
Measurement,Class,,,,,,"A recorded value representing a property of a feature of interest, obtained through observation or sensors.",http://www.theworldavatar.com/kg/ontolandslide,Measurement
http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,Class,,,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,Measure
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,Class,,,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,Unit
Sensor,Class,,,,,,A device that detects and records environmental data for landslide monitoring.,http://www.theworldavatar.com/kg/ontolandslide,Sensor
Interval,Class,,,,,,A defined time period over which measurements or observations are aggregated or analyzed.,http://www.theworldavatar.com/kg/ontolandslide,Interval
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,float,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,has numerical value
http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,Object Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,has unit
hasMeasurementInterval,Object Property,,,Property,Interval,,An object property that associates a property with a specific time interval during which measurements are taken.,http://www.theworldavatar.com/kg/ontolandslide,has Measurement Interval
isMeasuredBy,Object Property,,,Property,Sensor,,An object property that links a property to the sensor responsible for measuring it.,http://www.theworldavatar.com/kg/ontolandslide,is Measured By
hasMeasurement,Object Property,,,Property,Measurement,,An object property that connects a property to the corresponding measurement data.,http://www.theworldavatar.com/kg/ontolandslide,has Measurement
containsProperty,Object Property,,,Dataset,Property,,An object property that indicates that a LandslideDataset contains a specific property related to landslide measurements.,http://www.theworldavatar.com/kg/ontolandslide,contains Property
hasValue,Object Property,,,Measurement,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,http://www.theworldavatar.com/kg/ontolandslide,has value
measurementStarttime,Data Property,,,Property,dateTime,,A data property that defines the starting time of a measurement event.,http://www.theworldavatar.com/kg/ontolandslide,measurement Starttime
measurementEndtime,Data Property,,,Property,dateTime,,A data property that defines the ending time of a measurement event.,http://www.theworldavatar.com/kg/ontolandslide,measurement Endtime
CausalFactor,Class,,,,,,"A factor that contributes to the occurrence of a landslide, either human or natural.",http://www.theworldavatar.com/kg/ontolandslide,Causal Factor
HumanFactor,Class,CausalFactor,IS-A,,,,Human activities or actions that can trigger or influence landslides.,http://www.theworldavatar.com/kg/ontolandslide,Human Factor
NaturalFactor,Class,CausalFactor,IS-A,,,,Natural occurrences like earthquakes or rainfall that contribute to landslide events.,http://www.theworldavatar.com/kg/ontolandslide,Natural Factor
SlopeExcavation,Class,HumanFactor,IS-A,,,,Human-induced slope modification that can increase landslide risk.,http://www.theworldavatar.com/kg/ontolandslide,Slope Excavation
VegetationDestruction,Class,HumanFactor,IS-A,,,,"The removal or destruction of vegetation, which can lead to landslides.",http://www.theworldavatar.com/kg/ontolandslide,Vegetation Destruction
Mining,Class,HumanFactor,IS-A,,,,"The process of extracting minerals from the earth, which can destabilize slopes.",http://www.theworldavatar.com/kg/ontolandslide,Mining
ReservoirStorage,Class,HumanFactor,IS-A,,,,"The accumulation of water in reservoirs, potentially causing landslides.",http://www.theworldavatar.com/kg/ontolandslide,Reservoir Storage
MeltingIceSnow,Class,NaturalFactor,IS-A,,,,"The melting of ice or snow, which can saturate soil and cause landslides.",http://www.theworldavatar.com/kg/ontolandslide,Melting Ice Snow
Earthquake,Class,NaturalFactor,IS-A,,,,Seismic activity that can trigger landslides due to ground shaking.,http://www.theworldavatar.com/kg/ontolandslide,Earthquake
Rainfall,Class,NaturalFactor,IS-A,,,,Precipitation that can saturate soils and increase the likelihood of landslides.,http://www.theworldavatar.com/kg/ontolandslide,Rainfall
RiverScouring,Class,NaturalFactor,IS-A,,,,"The erosion of riverbanks by flowing water, leading to slope instability.",http://www.theworldavatar.com/kg/ontolandslide,River Scouring
GeologicalFormation,Class,NaturalFactor,IS-A,,,,The underlying rock and soil structures that influence landslide susceptibility.,http://www.theworldavatar.com/kg/ontolandslide,Geological Formation
hasCausalFactor,Object Property,,,Landslide,CausalFactor,,Identifies the causal factor responsible for a landslide.,http://www.theworldavatar.com/kg/ontolandslide,has Causal Factor
Location,Class,,,,,,The geographical position where an event or entity is situated.,http://www.theworldavatar.com/kg/ontolandslide,Location
LandslideHistory,Class,,,,,,A record of past landslides including relevant data and time series.,http://www.theworldavatar.com/kg/ontolandslide,Landslide History
TimeSeries,Class,,,,,,A sequence of data points measured at successive time intervals.,http://www.theworldavatar.com/kg/ontolandslide,Time Series
ShapeFile,Class,Location,IS-A,,,,"A digital vector storage format for storing the location, shape, and attributes of geographic features.",http://www.theworldavatar.com/kg/ontolandslide,Shape File
http://www.opengis.net/ont/geosparql#Geometry,Class,Location,IS-A,,,,,http://www.opengis.net/ont/geosparql#,Geometry
Organization,Class,ShapeFile,IS-A,,,,"An entity that produces data, reports, or manages resources related to landslide events.",http://www.theworldavatar.com/kg/ontolandslide,Organization
FileUrl,Class,ShapeFile,IS-A,,,,A URL link that points to a file containing relevant information or data.,http://www.theworldavatar.com/kg/ontolandslide,File Url
occurredIn,Object Property,,,Landslide,Location,,Links an landslide occurrence to the location where it took place,http://www.theworldavatar.com/kg/ontolandslide,
hasLocation,Object Property,,,Event,Location,,Links an event to the geographic location where it occurred.,http://www.theworldavatar.com/kg/ontolandslide,has Location
hasLandslideHistory,Object Property,,,Location,LandslideHistory,,Connects a location to its associated landslide history.,http://www.theworldavatar.com/kg/ontolandslide,has Landslide History
hasTimeSeries,Object Property,,,LandslideHistory,TimeSeries,,Associates landslide history with a time series of data points.,http://www.theworldavatar.com/kg/ontolandslide,has Time Series
hasShapeFile,Object Property,,,Location,ShapeFile,,Refers to the shapefile associated with a specific location.,http://www.theworldavatar.com/kg/ontolandslide,has Shape File
hasGeometry,Object Property,,,Location,http://www.opengis.net/ont/geosparql#Geometry,,Indicates the geometric representation of a location.,http://www.theworldavatar.com/kg/ontolandslide,has Geometry
isProducedBy,Object Property,,,ShapeFile,Organization,,Identifies the organization that produced a shapefile.,http://www.theworldavatar.com/kg/ontolandslide,is Produced By
hasFileUrl,Object Property,,,ShapeFile,FileUrl,,Points to the URL of the shapefile.,http://www.theworldavatar.com/kg/ontolandslide,has File Url
hasLat,Data Property,,,Location,double,,"This property represents the latitude coordinate of a specific landslide location, expressed as a floating-point number.",http://www.theworldavatar.com/kg/ontolandslide,has Lat
hasLon,Data Property,,,Location,double,,"This property represents the longitude coordinate of a specific landslide location, expressed as a floating-point number.",http://www.theworldavatar.com/kg/ontolandslide,has Lon
lastUpdateOn,Data Property,,,ShapeFile,date time,,This property represents the timestamp of the most recent update related to the landslide situation.,http://www.theworldavatar.com/kg/ontolandslide,last Update On
Response,Class,,,,,,Actions or measures taken in reaction to a landslide event.,http://www.theworldavatar.com/kg/ontolandslide,Response
ResponseAction,Class,,,,,,Specific measures taken to mitigate or manage a landslide event.,http://www.theworldavatar.com/kg/ontolandslide,Response Action
ResponseDepartment,Class,,,,,,A department or agency responsible for coordinating landslide response actions.,http://www.theworldavatar.com/kg/ontolandslide,Response Department
ResponseLogistics,Class,,,,,,Planning and managing resources and actions during a landslide event.,http://www.theworldavatar.com/kg/ontolandslide,Response Logistics
MobilityAndEquipmentLogistics,Class,ResponseLogistics,IS-A,,,,Coordination of vehicles and equipment needed for landslide response.,http://www.theworldavatar.com/kg/ontolandslide,Mobility And Equipment Logistics
MedicalAndRescueLogistics,Class,ResponseLogistics,IS-A,,,,Organizing medical and rescue operations for landslide victims.,http://www.theworldavatar.com/kg/ontolandslide,Medical And Rescue Logistics
Resource Logistics,Class,ResponseLogistics,IS-A,,,,Allocation and transportation of necessary resources during a landslide event.,http://www.theworldavatar.com/kg/ontolandslide,Resource Logistics
Settlement,Class,ResponseDepartment,IS-A,,,,A populated area that may be affected by landslides.,http://www.theworldavatar.com/kg/ontolandslide,Settlement
Government,Class,ResponseDepartment,IS-A,,,,Represents governmental bodies involved in managing landslide risks and responses.,http://www.theworldavatar.com/kg/ontolandslide,Government
Community,Class,ResponseDepartment,IS-A,,,,A group of people residing in an area potentially affected by landslides.,http://www.theworldavatar.com/kg/ontolandslide,Community
MedicalCentre,Class,ResponseDepartment,IS-A,,,,Healthcare facilities that provide aid to individuals affected by landslides.,http://www.theworldavatar.com/kg/ontolandslide,Medical Centre
hasResponse,Object Property,,,Landslide,Response,,Associates a landslide event with the response taken.,http://www.theworldavatar.com/kg/ontolandslide,has Response
actionTaken,Object Property,,,Response,ResponseAction,,Specifies the actions taken in response to a landslide.,http://www.theworldavatar.com/kg/ontolandslide,action Taken
responseBy,Object Property,,,Response,ResponseDepartment,,Refers to the department responsible for the response.,http://www.theworldavatar.com/kg/ontolandslide,response By
usedLogistics,Object Property,,,Response,ResponseLogistics,,Denotes the logistics used during the response to a landslide.,http://www.theworldavatar.com/kg/ontolandslide,used Logistics
Mudflow,Class,SoilLandslide,IS-A,,,,A type of fast-moving landslide with high water content carrying mud and debris.,http://www.theworldavatar.com/kg/ontolandslide,Mudflow
Earthflow,Class,SoilLandslide,IS-A,,,,A slow-moving flow of fine-grained materials saturated with water.,http://www.theworldavatar.com/kg/ontolandslide,Earthflow
Slump-RotationalSlide,Class,SoilLandslide,IS-A,,,,A type of landslide characterized by the downward and outward rotation of slope materials.,http://www.theworldavatar.com/kg/ontolandslide,Slump - Rotational Slide
Solifluction,Class,SoilLandslide,IS-A,,,,"The slow flow of water-saturated soil down a slope, usually in cold climates.",http://www.theworldavatar.com/kg/ontolandslide,Solifluction
SoilCreep,Class,SoilLandslide,IS-A,,,,A very slow form of soil landslide caused by continuous downhill movement of soil particles.,http://www.theworldavatar.com/kg/ontolandslide,Soil Creep
SoilLandslide,Class,Landslide,IS-A,,,,Any landslide involving the movement of soil as the primary material.,http://www.theworldavatar.com/kg/ontolandslide,Soil Landslide
TranslationalRockSlide,Class,RockyLandslide,IS-A,,,,A type of landslide where rocks move down a slope along a flat plane.,http://www.theworldavatar.com/kg/ontolandslide,Translational Rock Slide
Rockfall,Class,RockyLandslide,IS-A,,,,A fast-moving landslide where rocks fall freely from a cliff or slope.,http://www.theworldavatar.com/kg/ontolandslide,Rockfall
RockyLandslide,Class,Landslide,IS-A,,,,A type of landslide where rocks dominate the mass movement.,http://www.theworldavatar.com/kg/ontolandslide,Rocky Landslide
DebrisAvalanche,Class,MixedLithologyLandslide,IS-A,,,,"A fast-moving, mixed-material landslide that includes a variety of debris and rock.",http://www.theworldavatar.com/kg/ontolandslide,Debris Avalanche
DebrisFlow,Class,MixedLithologyLandslide,IS-A,,,,A very fast landslide where loose debris flows down a slope with a high water content.,http://www.theworldavatar.com/kg/ontolandslide,Debris Flow
Slope/Soil/GeologicalLayer,Class,,,,,,Represents the geological or soil layers where landslides occur.,http://www.theworldavatar.com/kg/ontolandslide,Slope / Soil / Geological Layer
WaterContent,Class,,,,,,"The amount of water present in a material, influencing the type and speed of landslides.",http://www.theworldavatar.com/kg/ontolandslide,Water Content
MixedLithologyLandslide,Class,Landslide,IS-A,,,,"A landslide involving a mixture of different types of materials, such as rocks and soil.",http://www.theworldavatar.com/kg/ontolandslide,Mixed Lithology Landslide
hasVelocity,Data Property,,,Landslide,float,,"Represents the speed at which the landslide moves, with the value being a float.",http://www.theworldavatar.com/kg/ontolandslide,has Velocity
occursOn,Object Property,,,Landslide,Slope/Soil/GeologicalLayer,,"Indicates the slope, soil, or geological layer on which a landslide occurs.",http://www.theworldavatar.com/kg/ontolandslide,occurs On
Person,Class,,,,,,Individuals affected by or responding to a landslide event.,http://www.theworldavatar.com/kg/ontolandslide,Person
Expert,Class,Person,IS-A,,,,Professionals with knowledge and expertise in landslide management and prediction.,http://www.theworldavatar.com/kg/ontolandslide,Expert
SocialMediaWorker,Class,Person,IS-A,,,,Individuals who spread information about landslides through social media platforms.,http://www.theworldavatar.com/kg/ontolandslide,Social Media Worker
Resident,Class,Person,IS-A,,,,A person living in an area at risk of landslides.,http://www.theworldavatar.com/kg/ontolandslide,Resident
AlertOrWarningSign,Class,,,,,,Indicators that signal the potential for an imminent landslide.,http://www.theworldavatar.com/kg/ontolandslide,Alert or Warning Sign
BrokenUndergroundUtility,Class,AlertOrWarningSign,IS-A,,,,A damaged underground utility line caused by or contributing to landslides.,http://www.theworldavatar.com/kg/ontolandslide,Broken Underground Utility
LeaningElectricPole,Class,AlertOrWarningSign,IS-A,,,,"A tilted electric pole, often a sign of slope instability or landslide activity.",http://www.theworldavatar.com/kg/ontolandslide,Leaning Electric Pole
CrackOnWall,Class,AlertOrWarningSign,IS-A,,,,A visible crack on a wall indicating possible ground movement or instability.,http://www.theworldavatar.com/kg/ontolandslide,Crack On Wall
CrackOnSideWalk,Class,AlertOrWarningSign,IS-A,,,,"A crack on a sidewalk surface, often a precursor to more severe ground movement.",http://www.theworldavatar.com/kg/ontolandslide,Crack On Side Walk
LeaningTelephonePole,Class,AlertOrWarningSign,IS-A,,,,A tilted telephone pole caused by ground movement or slope instability.,http://www.theworldavatar.com/kg/ontolandslide,Leaning Telephone Pole
CrackOnStreet,Class,AlertOrWarningSign,IS-A,,,,"A crack forming on a street surface, indicating possible subsurface instability.",http://www.theworldavatar.com/kg/ontolandslide,Crack On Street
CrackOnBuilding,Class,AlertOrWarningSign,IS-A,,,,"Structural cracks on a building, possibly caused by ground movement or a landslide.",http://www.theworldavatar.com/kg/ontolandslide,Crack On Building
BulgeOnGround,Class,AlertOrWarningSign,IS-A,,,,A raised area of land indicating ground movement or subsurface pressure.,http://www.theworldavatar.com/kg/ontolandslide,Bulge On Ground
TapWaterColorChanged,Class,AlertOrWarningSign,IS-A,,,,A sign of water contamination that may signal underground movement or landslides.,http://www.theworldavatar.com/kg/ontolandslide,Tap Water Color Changed
IncreaseInWaterLevel,Class,AlertOrWarningSign,IS-A,,,,Rising water levels indicating possible landslide-triggering conditions.,http://www.theworldavatar.com/kg/ontolandslide,Increase In Water Level
LandslideSpot,Class,,,,,,A specific location identified as being prone to landslide activity.,http://www.theworldavatar.com/kg/ontolandslide,Landslide Spot
LandslideAlertOrWarningHistory,Class,,,,,,A historical record of warnings issued for landslides in a given area.,http://www.theworldavatar.com/kg/ontolandslide,Landslide Warning History
LandslideAlertOrWarning ,Class,,,,,,The landslide alert or warning,http://www.theworldavatar.com/kg/ontolandslide,landslide alert or warning
Severity,Class,,,,,,The intensity or magnitude of a landslide event.,http://www.theworldavatar.com/kg/ontolandslide,Severity
