Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By,Label
http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,Object Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/AmountOfMoney UNION http://www.ontology-of-units-of-measure.org/resource/om-2/Area UNION http://www.ontology-of-units-of-measure.org/resource/om-2/Number UNION http://www.ontology-of-units-of-measure.org/resource/om-2/Speed UNION http://www.ontology-of-units-of-measure.org/resource/om-2/Frequency UNION http://www.ontology-of-units-of-measure.org/resource/om-2/Wavelength,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,has Value
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,float,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,has Numerical Value
http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,Object Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,has Unit
http://www.ontology-of-units-of-measure.org/resource/om-2/symbol,Data Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,string,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,symbol
hasMonetaryValue,Object Property,,,Impact,http://www.ontology-of-units-of-measure.org/resource/om-2/AmountOfMoney,exactly 1,A relationship between an Impact and the quantification of its cumulative effects in monetary terms.,https://www.theworldavatar.com/kg/ontoearthquake/,has Monetary Value
causesLossOfLifeOf,Object Property,,,Hazard,http://www.ontology-of-units-of-measure.org/resource/om-2/Number,,This property links a hazard to the quantity representing the loss of life it causes.,http://www.theworldavatar.com/kg/ontoearthquake,causes Loss Of Life Of
causesEvacuationOf,Object Property,,,Hazard,http://www.ontology-of-units-of-measure.org/resource/om-2/Number,,This property associates a hazard with the quantity representing the number of evacuations it causes.,http://www.theworldavatar.com/kg/ontoearthquake,causes Evacuation Of
endangersOf,Object Property,,,Hazard,http://www.ontology-of-units-of-measure.org/resource/om-2/Number,,This property connects a hazard to the quantity representing the entities it endangers.,http://www.theworldavatar.com/kg/ontoearthquake,endangers Of
causesDamageOf,Object Property,,,Hazard,http://www.ontology-of-units-of-measure.org/resource/om-2/Number,,This property links a hazard to the quantity representing the damage it causes.,http://www.theworldavatar.com/kg/ontoearthquake,causes Damage Of
indicatesQuantityOf,Object Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Number,LivingBeing UNION InfrastructureComponent,,"This property associates a quantity with the environmental component, population, or infrastructure component it indicates.",http://www.theworldavatar.com/kg/ontoearthquake,indicates Quantity Of
hasAffectedArea,Object Property,,,InfrastructureComponent,http://www.ontology-of-units-of-measure.org/resource/om-2/Area,,A relationship between an affected Infrastructure Component and the corresponding area affected.,https://www.theworldavatar.com/kg/ontoearthquake/,has Affected Area
Earthquake,Class,Event,IS-A,,,,"A sudden and violent shaking of the ground, caused by movements within the earth crust.",http://www.theworldavatar.com/kg/ontoearthquake,Earthquake
ForeShock,Class,Earthquake,IS-A,,,,"A smaller earthquake that precedes the main seismic event, indicating potential upcoming seismic activity.",http://www.theworldavatar.com/kg/ontoearthquake,Fore Shock
MainShock,Class,Earthquake,IS-A,,,,The largest and most significant earthquake in a sequence of seismic events.,http://www.theworldavatar.com/kg/ontoearthquake,Main Shock
AfterShock,Class,Earthquake,IS-A,http://www.theworldavatar.com/kg/ontoearthquake,,,"A smaller earthquake that follows the main seismic event, occurring in the same area.",http://www.theworldavatar.com/kg/ontoearthquake,After Shock
Wave,Class,,,,,,The oscillation or movement that propagates through the earth due to seismic activity.,http://www.theworldavatar.com/kg/ontoearthquake,Wave
WaveType,Class,,,,,,"A classification of seismic waves based on their behavior, such as primary (P) or secondary (S) waves.",http://www.theworldavatar.com/kg/ontoearthquake,Wave Type
http://www.ontology-of-units-of-measure.org/resource/om-2/Speed,Class,,,,,,The velocity at which seismic waves travel through the earth.,http://www.theworldavatar.com/kg/ontoearthquake,Speed
http://www.ontology-of-units-of-measure.org/resource/om-2/Frequency,Class,,,,,,"Repeated motions or movements, often used to describe the movement of seismic waves.",http://www.theworldavatar.com/kg/ontoearthquake,Frequency
http://www.ontology-of-units-of-measure.org/resource/om-2/Wavelength,Class,,,,,,"The distance between successive crests of a wave, particularly in seismic studies.",http://www.theworldavatar.com/kg/ontoearthquake,Wavelength
SeismicStation,Class,,,,,,A facility equipped with instruments to detect and record seismic activity.,http://www.theworldavatar.com/kg/ontoearthquake,Seismic Station
Hypocenter,Class,,,,,,The point beneath the earth's surface where an earthquake begins.,http://www.theworldavatar.com/kg/ontoearthquake,Hypocenter
Epicenter,Class,,,,,,The point on the earth's surface directly above the hypocenter of an earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Epicenter
http://purl.obolibrary.org/obo/ENVO_01000710,Class,http://sweetontology.net/phenHydro/Flood,EQUIVALENT-TO,,,,,http://purl.obolibrary.org/obo/,Flood
http://www.theworldavatar.com/kg/ontolandslide#Landslide,Class,Event,IS-A,,,,,http://www.theworldavatar.com/kg/ontolandslide,Landslide
triggers,Object Property,,,Earthquake,Flood UNION Landslide,,Indicates that one event initiates or causes another,http://www.theworldavatar.com/kg/ontoearthquake,triggers
includes,Object Property,,,EarthquakeRiskManagement,Recovery UNION Response UNION Preparedness UNION HazardAssessment,,"Earthquake risk management includes reovery, response, preparedness or hazard assessment",http://www.theworldavatar.com/kg/ontoearthquake,includes
https://seismic.balog.jp/ontology/jp-earthquake.ttl#observedWave,Object Property,,,Earthquake ,Wave,,,https://seismic.balog.jp/ontology/jp-earthquake.ttl#,observed Wave
hasType,Object Property,,,Wave,WaveType,,Specifies the type or category of a given object.,http://www.theworldavatar.com/kg/ontoearthquake,has Type
hasVelocity,Object Property,,,Wave,http://www.ontology-of-units-of-measure.org/resource/om-2/Speed,,Relates a wave to its velocity or speed.,http://www.theworldavatar.com/kg/ontoearthquake,has Velocity
hasFrequency,Object Property,,,Wave,http://www.ontology-of-units-of-measure.org/resource/om-2/Frequency,,Defines the frequency of a wave.,http://www.theworldavatar.com/kg/ontoearthquake,has Frequency
hasWaveLength,Object Property,,,Wave,http://www.ontology-of-units-of-measure.org/resource/om-2/Wavelength,,Relates a wave to its wavelength.,http://www.theworldavatar.com/kg/ontoearthquake,has Wave Length
hasSeismicStation,Object Property,,,SeismicStation,Location,,Associates an earthquake or observation with the seismic station that recorded it.,http://www.theworldavatar.com/kg/ontoearthquake,has Seismic Station
hasHypocenter,Object Property,,,Earthquake,Hypocenter,,"Links an earthquake to its hypocenter, the point where the rupture starts.",http://www.theworldavatar.com/kg/ontoearthquake,has Hypocenter
hasEpicenter,Object Property,,,Earthquake,Epicenter,,"Relates an earthquake to its epicenter, the point on the Earth's surface above the hypocenter.",http://www.theworldavatar.com/kg/ontoearthquake,has Epicenter
occurredIn,Object Property,,,Earthquake,Location,,Links an earthquake occurrence to the location where it took place,http://www.theworldavatar.com/kg/ontoearthquake,occurred In
detectedBy,Object Property,,,Earthquake UNION Hypocenter UNION Epicenter,SeismicStation,,"Earthquake, hypocenter or epicenter is detected by the seismic station.",http://www.theworldavatar.com/kg/ontoearthquake,detected By
hasLocation,Object Property,,,SeismicStation UNION Hypocenter UNION Epicenter UNION SeismicHazardForecast,Location,,Links an event to the geographic location where it occurred.,http://www.theworldavatar.com/kg/ontoearthquake,has Location
hasDepth,Data Property,,,Earthquake,float,,Specifies the depth at which the earthquake originates beneath the Earth's surface.,http://www.theworldavatar.com/kg/ontoearthquake,has Depth
hasRichterScale,Data Property,,,Earthquake,float,,Represents the magnitude of the earthquake as measured by the Richter scale.,http://www.theworldavatar.com/kg/ontoearthquake,has Richter Scale
hasMomentMagnitude,Data Property,,,Earthquake,float,,Indicates the earthquake's magnitude based on the seismic moment (energy released).,http://www.theworldavatar.com/kg/ontoearthquake,has Moment Magnitude
hasMercalliIntensity,Data Property,,,Earthquake,float,,"Denotes the earthquake's intensity as perceived by people, using the Mercalli Intensity Scale.",http://www.theworldavatar.com/kg/ontoearthquake,has Mercalli Intensity
hasFeltRadius,Data Property,,,Earthquake,float,,Defines the radius around the epicenter where the earthquake is perceptible.,http://www.theworldavatar.com/kg/ontoearthquake,has Felt Radius
hasDamagedRadius,Data Property,,,Earthquake,float,,hasDamagedRadius: Specifies the radius within which structural damage occurred due to the earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,has Damaged Radius 
Location,Class,,,,,,"A spatial entity representing a specific place or position, often defined by geographic coordinates or an address.",http://www.theworldavatar.com/kg/ontoearthquake,Location
ShapeFile,Class,,,,,,"A widely used geospatial vector data format for geographic information system (GIS) software, storing location, shape, and attribute data.",http://www.theworldavatar.com/kg/ontoearthquake,Shape File
http://www.opengis.net/ont/geosparql#Geometry,Class,,,,,,"A representation of the spatial properties and shape of geographic features, including points, lines, and polygons.",http://www.opengis.net/ont/geosparql#,Geometry
http://xmlns.com/foaf/0.1/Organization,Class,,,,,,"An entity that manages or provides geographic data, services, or infrastructure related to spatial information systems.",http://xmlns.com/foaf,Organization
FileUrl,Class,,,,,,"A reference link to a remotely stored geographic file, enabling access to spatial data over a network or system.",http://www.theworldavatar.com/kg/ontoearthquake,File URL
hasShapeFile,Object Property,,,Location,ShapeFile,,Associates a location with its corresponding ShapeFile representation.,http://www.theworldavatar.com/kg/ontoearthquake,has Shape File
http://www.opengis.net/ont/geosparql#hasGeometry,Object Property,,,Location,http://www.opengis.net/ont/geosparql#Geometry,,"Connects a location to its geometric representation, as defined by GeoSPARQL.",http://www.opengis.net/ont/geosparql,has Geometry
isProducedBy,Object Property,,,ShapeFile,http://xmlns.com/foaf/0.1/Organization,,Specifies the organization responsible for generating or providing a ShapeFile.,http://www.theworldavatar.com/kg/ontoearthquake,is Produced By
hasFileUrl,Object Property,,,ShapeFile,FileUrl,,Links a ShapeFile to its corresponding file URL for access.,http://www.theworldavatar.com/kg/ontoearthquake,has File Url
lastUpdatedOn,Data Property,,,ShapeFile,date time,,Records the date and time when a ShapeFile describing the earthquake information was last updated.,http://www.theworldavatar.com/kg/ontoearthquake,last Updated On
EarthquakeHistory,Class,,,,,,"A record of past earthquake events, including their properties and impacts.",http://www.theworldavatar.com/kg/ontoearthquake,Earthquake History
TimeSeries,Class,,,,,,"A sequence of data points indexed in time order, often used to track changes in seismic activity.",http://www.theworldavatar.com/kg/ontoearthquake,Time Series
hasEarthquakeHistory,Object Property,,,Location,EarthquakeHistory,,Describes the historical data of earthquakes associated with a location.,http://www.theworldavatar.com/kg/ontoearthquake,has Earthquake History
hasTimeSeries,Object Property,,,EarthquakeHistory UNION SeismicHazardForecast,TimeSeries,,An object property linking the hazard history and forecast to time series.,http://www.theworldavatar.com/kg/ontoearthquake,has Time Series
hasLatitude,Data Property,,,Location,double,,"This property represents the latitude coordinate of a specific earthquake location, expressed as a floating-point number.",http://www.theworldavatar.com/kg/ontoearthquake,has Latitude
hasLongitude,Data Property,,,Location,double,,"This property represents the longitude coordinate of a specific earthquake location, expressed as a floating-point number.",http://www.theworldavatar.com/kg/ontoearthquake,has Longitude
EarthquakeRiskManagement,Class,,,,,,"The process of planning, mitigating, responding to, and recovering from the impacts of earthquakes.",http://www.theworldavatar.com/kg/ontoearthquake,Earthquake Risk Management
Response,Class,,,,,,Actions taken immediately after an earthquake to manage its consequences.,http://www.theworldavatar.com/kg/ontoearthquake,Response
DamageAssessment,Class,,,,,,"Evaluation of the damage caused by an earthquake to infrastructure, environment, and population.",http://www.theworldavatar.com/kg/ontoearthquake,Damage Assessment
ResponseAction,Class,,,,,,Specific steps carried out to address the immediate impacts of an earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Response Action
ResponseDepartment,Class,,,,,,The official body responsible for coordinating response activities during an earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Response Department
ResponseLogistics,Class,,,,,,Planning and coordination of resources needed to respond effectively to an earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Response Logistics
MobilityAndEquipmentLogistics,Class,ResponseLogistics,IS-A,,,,Coordination of vehicles and equipment used in earthquake response.,http://www.theworldavatar.com/kg/ontoearthquake,Mobility And Equipment Logistics
MedicalAndRescueLogistics,Class,ResponseLogistics,IS-A,,,,Management of medical supplies and rescue operations following an earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Medical And Rescue Logistics
Resource Logistics,Class,ResponseLogistics,IS-A,,,,Allocation and distribution of essential resources during an earthquake response.,http://www.theworldavatar.com/kg/ontoearthquake,Resource Logistics
Settlement,Class,ResponseDepartment,IS-A,,,,A populated area affected or potentially affected by an earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Settlement
Government,Class,ResponseDepartment,IS-A,,,,"Official entities involved in earthquake preparedness, response, and recovery efforts.",http://www.theworldavatar.com/kg/ontoearthquake,Government
Community,Class,ResponseDepartment,IS-A,,,,A group of people living in an area impacted or potentially impacted by an earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Community
MedicalCentre,Class,ResponseDepartment,IS-A,,,,Facilities providing medical services to treat casualties after an earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Medical Centre
Preparedness,Class,,,,,,Planning and readiness activities aimed at minimizing the impacts of future earthquakes.,http://www.theworldavatar.com/kg/ontoearthquake,Preparedness
HazardAssessment,Class,,,,,,The process of evaluating potential earthquake hazards and their possible impacts.,http://www.theworldavatar.com/kg/ontoearthquake,Hazard Assessment
MitigationStrategy,Class,,,,,,Plans and actions designed to reduce the long-term risks associated with earthquakes.,http://www.theworldavatar.com/kg/ontoearthquake,Mitigation Strategy
WarningSystem,Class,,,,,,A system designed to alert populations of an imminent earthquake threat.,http://www.theworldavatar.com/kg/ontoearthquake,Warning System
Severity,Class,,,,,,The magnitude and intensity of the earthquake and its potential impact.,http://www.theworldavatar.com/kg/ontoearthquake,Severity
EarthquakeAlert,Class,,,,,,An early notification of an impending earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Earthquake Alert
EarthquakeWarning,Class,,,,,,A more detailed notification indicating a high probability of an earthquake occurring soon.,http://www.theworldavatar.com/kg/ontoearthquake,Earthquake Warning
SevereEarthquakeWarning,Class,,,,,,A warning issued for highly destructive earthquakes with serious potential damage.,http://www.theworldavatar.com/kg/ontoearthquake,Severe Earthquake Warning
InactiveEarthquakeWarning,Class,,,,,,A status indicating that no active earthquake threat is currently present.,http://www.theworldavatar.com/kg/ontoearthquake,Inactive Earthquake Warning
SeismicHazardForecast,Class,,,,,,Predictions of potential seismic activities in a region based on historical and current data.,http://www.theworldavatar.com/kg/ontoearthquake,Seismic Hazard Forecast
EarthObservationData,Class,,,,,,Data collected from satellites and sensors that monitor seismic and geophysical changes.,http://www.theworldavatar.com/kg/ontoearthquake,Earth Observation Data
Sensor,Class,,,,,,Devices used to detect and record seismic activities and environmental changes related to earthquakes.,http://www.theworldavatar.com/kg/ontoearthquake,Sensor
BuildingRetrofitting,Class,MitigationStrategy,IS-A,,,,The process of strengthening existing buildings to withstand future earthquakes.,http://www.theworldavatar.com/kg/ontoearthquake,Building Retrofitting
LandUsePlanning,Class,MitigationStrategy,IS-A,,,, Strategic planning for land development and management to minimize earthquake risks.,http://www.theworldavatar.com/kg/ontoearthquake,Land Use Planning
Warning,Class,,,,,,A notification alerting people to potential earthquake hazards.,http://www.theworldavatar.com/kg/ontoearthquake,Warning
GNSS,Class,,,,,,"Global Navigation Satellite Systems used to measure ground movement before, during, and after earthquakes.",http://www.theworldavatar.com/kg/ontoearthquake,GNSS
InSAR,Class,,,,,,Interferometric Synthetic Aperture Radar technology for mapping ground deformation from space.,http://www.theworldavatar.com/kg/ontoearthquake,InSAR
Accelerometer,Class,Sensor,IS-A,,,,A device that measures the acceleration of ground motion during an earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Accelerometer
GPSSensor,Class,Sensor,IS-A,,,,Sensors using GPS technology to monitor tectonic movements and seismic activities.,http://www.theworldavatar.com/kg/ontoearthquake,GPS Sensor
TsunamiBuoysSensor,Class,Sensor,IS-A,,,,Sensors deployed in the ocean to detect tsunami waves caused by underwater earthquakes.,http://www.theworldavatar.com/kg/ontoearthquake,Tsunami Buoys Sensor
SeismicSensor,Class,Sensor,IS-A,,,,A device that detects vibrations and seismic waves generated by earthquakes.,http://www.theworldavatar.com/kg/ontoearthquake,Seismic Sensor
HydroacousticSensor,Class,Sensor,IS-A,,,,Underwater sensors used to detect seismic waves or changes in the water column during seismic events.,http://www.theworldavatar.com/kg/ontoearthquake,Hydroacoustic Sensor
Strainmeter,Class,Sensor,IS-A,,,,A device that measures deformation in the Earth's crust due to tectonic forces.,http://www.theworldavatar.com/kg/ontoearthquake,Strainmeter
Tiltmeter,Class,Sensor,IS-A,,,,"A sensor that measures the tilting of the ground, often associated with tectonic movements.",http://www.theworldavatar.com/kg/ontoearthquake,Tiltmeter
LIDARSensor ,Class,Sensor,IS-A,,,,A sensor that uses laser technology to map and detect changes in Earth's surface.,http://www.theworldavatar.com/kg/ontoearthquake,LIDAR Sensor 
Water,Class,EnvironmentalComponent,IS-A,,,,Aquatic bodies that may be influenced by seismic activity or resulting tsunamis.,http://www.theworldavatar.com/kg/ontoearthquake,Water
Air,Class,EnvironmentalComponent,IS-A,,,,The atmosphere and its quality as influenced by seismic activities.,http://www.theworldavatar.com/kg/ontoearthquake,Air
Soil,Class,EnvironmentalComponent,IS-A,,,,"The Earth's upper layer, potentially disrupted by earthquakes.",http://www.theworldavatar.com/kg/ontoearthquake,Soil
VegetationDestruction,Class,EnvironmentalComponent,IS-A,,,,The damage caused to plant life due to seismic activities.,http://www.theworldavatar.com/kg/ontoearthquake,VegetationDestruction
Ecosystem,Class,EnvironmentalComponent,IS-A,,,,The community of living organisms and their environment potentially impacted by an earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Ecosystem
ArealInfrastructure,Class,InfrastructureComponent,IS-A,,,,Regional infrastructure components potentially vulnerable to earthquake damage.,http://www.theworldavatar.com/kg/ontoearthquake,Areal Infrastructure
CriticalInfrastructure,Class,AreaInfrastructure,IS-A,,,,"Essential infrastructure systems like hospitals, energy, and communication systems crucial for earthquake response.",http://www.theworldavatar.com/kg/ontoearthquake,Critical Infrastructure
IndustrialInfrastructure,Class,AreaInfrastructure,IS-A,,,,Factories and other industrial facilities that may be affected by an earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Industrial Infrastructure
CommercialInfrastructure,Class,AreaInfrastructure,IS-A,,,,Business-related infrastructure such as shops and offices that may be impacted by an earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Commercial Infrastructure
ResidentialInfrastructure,Class,AreaInfrastructure,IS-A,,,,Housing and living spaces that could be damaged during an earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Residential Infrastructure
NetworkInfrastructure,Class,InfrastructureComponent,IS-A,,,,Communication and transportation networks necessary for response and recovery during an earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,Network Infrastructure
MobilityNetwork,Class,NetworkInfrastructure,IS-A,,,,Transportation systems crucial for evacuating and responding to earthquakes.,http://www.theworldavatar.com/kg/ontoearthquake,Mobility Network
ProvisioningNetwork,Class,NetworkInfrastructure,IS-A,,,,"Systems that deliver essential services such as food, water, and electricity, critical during earthquake recovery.",http://www.theworldavatar.com/kg/ontoearthquake,Provisioning Network
reducedImpactOf,Object Property,,,EarthquakeRiskManagement,Earthquake,,An object property relating earthquake risk management to earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,requires
resultsIn,Object Property,,,Recovery,Reconstruction,,States that a recovery action may lead to reconstruction.,http://www.theworldavatar.com/kg/ontoearthquake,resultsIn
contributesTo,Object Property,,,Reconstruction,LongtermResilience,,States that a reconstruction activity may lead to long-term resilience.,http://www.theworldavatar.com/kg/ontoearthquake,contributesTo
triggersResponse,Object Property,,,WarningSystem,Response,,Specifies that an event triggers a response action.,http://www.theworldavatar.com/kg/ontoearthquake,triggers Response
usesPreparedness,Object Property,,,HazardAssessment,Preparedness,,Links an entity to preparedness actions or plans utilized during an event.,http://www.theworldavatar.com/kg/ontoearthquake,uses Preparedness
assessesFor,Object Property,,,HazardAssessment,Location,,Relates an assessment process to the object or aspect being evaluated.,http://www.theworldavatar.com/kg/ontoearthquake,assesses For
collectsImpactData,Object Property,,,Response,DamageAssessment,,Refers to the collection of data related to the impact of an event.,http://www.theworldavatar.com/kg/ontoearthquake,collects Impact Data
actionTaken,Object Property,,,Response,ResponseAction,,Specifies the actions taken in response to a earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,action Taken
responseBy,Object Property,,,Response,ResponseDepartment,,Refers to the department responsible for the response.,http://www.theworldavatar.com/kg/ontoearthquake,response By
usesLogistics,Object Property,,,Response,ResponseLogistics,,Denotes the logistics used during the response to a earthquake.,http://www.theworldavatar.com/kg/ontoearthquake,uses Logistics
hasMitigationStrategy,Object Property,,,Preparedness,MitigationStrategy,,Links a earthquake forecast to the earthquake it manages or predicts.,http://www.theworldavatar.com/kg/ontoearthquake,has Mitigation Strategy
hasWarningSystem,Object Property,,,Preparedness,WarningSystem,,Specifies the location for which a earthquake forecast is made.,http://www.theworldavatar.com/kg/ontoearthquake,has Warning System
generates,Object Property,,,HazardAssessment,SeismicHazardForecast,,Identifies the input parameters used for earthquake forecasting.,http://www.theworldavatar.com/kg/ontoearthquake,generates
