Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By,Label
http://www.w3.org/2006/time#hasBeginning,Object Property,,,http://www.w3.org/2006/time#Interval,http://www.w3.org/2006/time#Instant,,,https://www.w3.org/2006/time,has Beginning
http://www.w3.org/2006/time#hasEnd,Object Property,,,http://www.w3.org/2006/time#Interval,http://www.w3.org/2006/time#Instant,,,https://www.w3.org/2006/time,has End
CausalFactor,Class,,,,,,The underlying reason or cause for a fire event.,http://www.theworldavatar.com/kg/ontowildfire/,Causal Factor
ProductiveCause,Class,CausalFactor,IS-A,,,,"A fire cause linked to natural or essential processes, like controlled burns.",http://www.theworldavatar.com/kg/ontowildfire/,Productive Cause
NonproductiveCause,Class,CausalFactor,IS-A,,,,A fire cause that results from unintended actions or accidents.,http://www.theworldavatar.com/kg/ontowildfire/,Nonproductive Cause
NaturalCause,Class,CausalFactor,IS-A,,,,"A fire caused by natural phenomena, such as lightning or volcanic activity.",http://www.theworldavatar.com/kg/ontowildfire/,Natural Cause
hasCausalFactor,Object Property,,,Wildfire,CausalFactor,,Identifies the cause or factor that led to the occurrence of a wildfire.,http://www.theworldavatar.com/kg/ontowildfire/,has Causal Factor
Characteristics,Class,,,,,,"Qualities or features that define or describe something, often used in the context of phenomena like fire.",http://www.theworldavatar.com/kg/ontowildfire/,Characteristics
Anomaly,Class,Characteristics,IS-A,,,,"An unusual or irregular occurrence, often signifying a deviation from the norm.",http://www.theworldavatar.com/kg/ontowildfire/,Anomaly
FWIAnomaly,Class,Anomaly,IS-A,,,,"A deviation from typical readings in the Fire Weather Index, indicating abnormal fire weather conditions.",http://www.theworldavatar.com/kg/ontowildfire/,FWI Anomaly
DroughtAnomaly,Class,Anomaly,IS-A,,,,An unusual period of dry conditions that differs from normal drought patterns.,http://www.theworldavatar.com/kg/ontowildfire/,Drought Anomaly
DuffMoistureAnomaly,Class,Anomaly,IS-A,,,,An abnormal change in the moisture content of decomposing organic material on the forest floor.,http://www.theworldavatar.com/kg/ontowildfire/,Duff Moisture Anomaly
FineFuelMoistureAnomaly,Class,Anomaly,IS-A,,,,"An irregularity in the moisture levels of small, flammable vegetation, affecting fire behavior.",http://www.theworldavatar.com/kg/ontowildfire/,Fine Fuel Moisture Anomaly
FireBehaviour,Class,Characteristics,IS-A,,,,"The manner in which fire ignites, spreads, and interacts with the environment.",http://www.theworldavatar.com/kg/ontowildfire/,Fire Behaviour
FireFront,Class,FireBehaviour,IS-A,,,,The leading edge of a spreading fire.,http://www.theworldavatar.com/kg/ontowildfire/,Fire Front
FirePerimeter,Class,FireBehaviour,IS-A,,,,The outer boundary or edge of the area affected by a fire.,http://www.theworldavatar.com/kg/ontowildfire/,Fire Perimeter
FlameHeight,Class,FireBehaviour,IS-A,,,,The vertical measurement from the ground to the tip of a fire’s flames.,http://www.theworldavatar.com/kg/ontowildfire/,Flame Height
FireIntensity,Class,FireBehaviour,IS-A,,,,The amount of heat energy released by a fire at a specific location.,http://www.theworldavatar.com/kg/ontowildfire/,Fire Intensity
FireDynamics,Class,Characteristics,IS-A,,,,"The study of how a fire behaves over time, including its spread, growth, and energy release.",http://www.theworldavatar.com/kg/ontowildfire/,Fire Dynamics
RateOfSpread,Class,FireDynamics,IS-A,,,,The speed at which a fire moves across a landscape.,http://www.theworldavatar.com/kg/ontowildfire/,Rate of Spread
PropagationFlux,Class,FireDynamics,IS-A,,,,"The transfer of energy as the fire spreads, including heat and fuel consumption.",http://www.theworldavatar.com/kg/ontowildfire/,Propagation Flux
Indices,Class,Characteristics,IS-A,,,,"Metrics or measurements used to assess various conditions related to fire, often in the context of weather or fire danger.",http://www.theworldavatar.com/kg/ontowildfire/,Indices
FireWeatherIndex,Class,Indices,IS-A,,,,A numerical value indicating the potential for fire based on weather conditions.,http://www.theworldavatar.com/kg/ontowildfire/,Fire Weather Index
InitialSpreadIndex,Class,Indices,IS-A,,,,A measure predicting the potential rate of fire spread shortly after ignition.,http://www.theworldavatar.com/kg/ontowildfire/,Initial Spread Index
BuildUpIndex,Class,Indices,IS-A,,,,An index representing the accumulation of fuel that could contribute to fire growth.,http://www.theworldavatar.com/kg/ontowildfire/,Build Up Index
DailySeverityRating,Class,Indices,IS-A,,,,A daily estimate of fire intensity based on weather and fuel conditions.,http://www.theworldavatar.com/kg/ontowildfire/,Daily Severity Rating
http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,Class,,,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,Quantity
EnvironmentalComponent,Class,,,,,,"Natural components of the environment (e.g. biodiversity, natural habitats, animal species, etc.).",http://www.theworldavatar.com/kg/ontowildfire,Environmental component
LivingBeing,Class,,,,,,"including humans and animals, that may be impacted by wildfire.",http://www.theworldavatar.com/kg/ontowildfire,Living Being
Population,Class,LivingBeing,IS-A,,,,People who inhabit a territory or state.,http://www.theworldavatar.com/kg/ontowildfire,Population
Animal,Class,LivingBeing,IS-A,,,,Non-human living organisms potentially affected by a hazard,http://www.theworldavatar.com/kg/ontowildfire,Animal
InfrastructureComponent,Class,,,,,,Manmade basic structures or features needed for the functioning of a system or organization.,http://www.theworldavatar.com/kg/ontowildfire,Infrastructure component
affects,Object Property,,,Hazard,EnvironmentalComponent UNION Population UNION InfrastructureComponent,,A relationship between a Wildfire and affected entities.,http://www.theworldavatar.com/kg/ontowildfire,affects
Water,Class,,,,,,"Hazards can contaminate water bodies, leading to pollution, reduced water quality, and harm to aquatic life.",http://www.theworldavatar.com/kg/ontowildfire,Water
Air,Class,,,,,,Hazards can pollute air affecting air quality and leading to health issues in humans and ecosystem.,http://www.theworldavatar.com/kg/ontowildfire,Air
Soil,Class,,,,,,"Hazards can contaminate soil, reducing soil fertility, harming plant growth, and posing risks to human and animal health through food chains.",http://www.theworldavatar.com/kg/ontowildfire,Soil
Vegetation,Class,,,,,,"Hazards can damage or destroy plant life, reducing biodiversity, and disrupting ecosystem.",http://www.theworldavatar.com/kg/ontowildfire,Vegetation
Ecosystem,Class,,,,,,Hazards can disrupt ecosystem balance to long-term environmental degradation.,http://www.theworldavatar.com/kg/ontowildfire,Ecosystem
NetworkInfrastructure,Class,InfrastructureComponent,IS-A,,,,"Network systems, i.e. installations and facilities spreading across land.",http://www.theworldavatar.com/kg/ontowildfire,Network infrastructure
ArealInfrastructure,Class,InfrastructureComponent,IS-A,,,,Areal installations and land-uses.,http://www.theworldavatar.com/kg/ontowildfire,Areal infrastructure
MobilityNetwork,Class,NetworkInfrastructure,IS-A,,,,"Network-shaped infrastructure to enable transport of people and goods (e.g. roads, railroads).",http://www.theworldavatar.com/kg/ontowildfire,Mobility network
ProvisioningNetwork,Class,NetworkInfrastructure,IS-A,,,,"Network-shaped infrastructure for provisioning goods (e.g. electricity, gas, water).",http://www.theworldavatar.com/kg/ontowildfire,Provisioning network
ResidentialInfrastructure,Class,ArealInfrastructure,IS-A,,,,Material infrastructure in form of residential buildings.,http://www.theworldavatar.com/kg/ontowildfire,ResidentialArea
CommercialInfrastructure,Class,ArealInfrastructure,IS-A,,,,Material infrastructure in form of commercial buildings.,http://www.theworldavatar.com/kg/ontowildfire,CommercialArea
IndustrialInfrastructure,Class,ArealInfrastructure,IS-A,,,,Material infrastructure in form of industrial buildings.,http://www.theworldavatar.com/kg/ontowildfire,IndustrialArea
Impact,Class,,,,,,Consequences of an event taking place.,http://www.theworldavatar.com/kg/ontowildfire,Impact
resultsIn,Object Property,,,Hazard,Impact,,A relationship between an Event and its effects.,http://www.theworldavatar.com/kg/ontowildfire,results in
hasMonetaryValue,Object Property,,,Impact,http://www.ontology-of-units-of-measure.org/resource/om-2/AmountOfMoney,exactly 1,A relationship between an Impact and the quantification of its cumulative effects in monetary terms.,http://www.theworldavatar.com/kg/ontowildfire,has monetary value
http://www.ontology-of-units-of-measure.org/resource/om-2/AmountOfMoney,Class,,,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,Amount Of Money
causesLossOfLifeOf,Object Property,,,Hazard,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,This property links a hazard to the quantity representing the loss of life it causes.,http://www.theworldavatar.com/kg/ontowildfire/,causes Loss Of Life Of
causesEvacuationOf,Object Property,,,Hazard,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,This property associates a hazard with the quantity representing the number of evacuations it causes.,http://www.theworldavatar.com/kg/ontowildfire/,causes Evacuation Of
endangersOf,Object Property,,,Hazard,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,This property connects a hazard to the quantity representing the entities it endangers.,http://www.theworldavatar.com/kg/ontowildfire/,endangers Of
causesDamageOf,Object Property,,,Hazard,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,,This property links a hazard to the quantity representing the damage it causes.,http://www.theworldavatar.com/kg/ontowildfire/,
indicatesQuantityOf,Object Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,EnvironmentalComponent UNION Population UNION InfrastructureComponent,,"This property associates a quantity with the environmental component, population, or infrastructure component it indicates.",http://www.theworldavatar.com/kg/ontowildfire/,indicates Quantity Of
hasAffectedArea,Object Property,,,InfrastructureComponent,http://www.ontology-of-units-of-measure.org/resource/om-2/Area,,A relationship between an affected Infrastructure Component and the corresponding area affected.,http://www.theworldavatar.com/kg/ontowildfire/,has affected area
Response,Class,,,,,,"Actions taken to manage, mitigate, or extinguish a fire.",http://www.theworldavatar.com/kg/ontowildfire/,Response
ResponseAction,Class,,,,,,Specific tasks or strategies employed in fire management or firefighting efforts.,http://www.theworldavatar.com/kg/ontowildfire/,Response Action
ResponseDepartment,Class,,,,,,An organization or team responsible for handling fire emergencies.,http://www.theworldavatar.com/kg/ontowildfire/,Response Department
ResponseLogistics,Class,,,,,,The planning and coordination of resources for effective fire response.,http://www.theworldavatar.com/kg/ontowildfire/,Response Logistics
Tactics,Class,ResponseLogistics,IS-A,,,,The methods or techniques used to combat or control a fire.,http://www.theworldavatar.com/kg/ontowildfire/,Tactics
WaterResource,Class,ResponseLogistics,IS-A,,,,"A source of water used for firefighting, such as hydrants, lakes, or reservoirs.",http://www.theworldavatar.com/kg/ontowildfire/,Water Resource
Equipment,Class,ResponseLogistics,IS-A,,,,Tools and machinery used in fire suppression or prevention.,http://www.theworldavatar.com/kg/ontowildfire/,Equipment
Settlement,Class,ResponseDepartment,IS-A,,,,"A populated area that could be affected by a fire, including towns or villages.",http://www.theworldavatar.com/kg/ontowildfire/,Settlement
Government,Class,ResponseDepartment,IS-A,,,,"The authority responsible for fire regulation, management, and emergency response.",http://www.theworldavatar.com/kg/ontowildfire/,Government
FireBrigade,Class,ResponseDepartment,IS-A,,,,A professional team tasked with responding to and extinguishing fires.,http://www.theworldavatar.com/kg/ontowildfire/,Fire Brigade
MedicalCentre,Class,ResponseDepartment,IS-A,,,,A facility that provides healthcare services during or after fire incidents.,http://www.theworldavatar.com/kg/ontowildfire/,Medical Centre
hasResponse,Object Property,,,Wildfire,Response,,"Specifies the reaction or response given to an event, such as a wildfire.",http://www.theworldavatar.com/kg/ontowildfire/,has Response
actionTaken,Object Property,,,Response,ResponseAction,,Describes the specific actions or measures undertaken in response to an event.,http://www.theworldavatar.com/kg/ontowildfire/,action Taken
responseBy,Object Property,,,Response,ResponseDepartment,,"Indicates the organization, government, or entity responsible for carrying out a response.",http://www.theworldavatar.com/kg/ontowildfire/,response By
usedLogistics,Object Property,,,Response,ResponseLogistics,,Refers to the logistical resources or infrastructure deployed during a response action.,http://www.theworldavatar.com/kg/ontowildfire/,used Logistics
Location,Class,,,,,,The geographical position where an event or entity is situated.,http://www.theworldavatar.com/kg/ontowildfire,Location
WildfireHistory,Class,,,,,,A record of past Wildfires including relevant data and time series.,http://www.theworldavatar.com/kg/ontowildfire,Wildfire History
TimeSeries,Class,,,,,,A sequence of data points measured at successive time intervals.,http://www.theworldavatar.com/kg/ontowildfire,Time Series
ShapeFile,Class,Location,IS-A,,,,"A digital vector storage format for storing the location, shape, and attributes of geographic features.",http://www.theworldavatar.com/kg/ontowildfire,Shape File
http://www.opengis.net/ont/geosparql#Geometry,Class,Location,IS-A,,,,,http://www.opengis.net/ont/geosparql#,Geometry
Organization,Class,ShapeFile,IS-A,,,,"An entity that produces data, reports, or manages resources related to Wildfire events.",http://www.theworldavatar.com/kg/ontowildfire,Organization
FileUrl,Class,ShapeFile,IS-A,,,,A URL link that points to a file containing relevant information or data.,http://www.theworldavatar.com/kg/ontowildfire,File Url
occurredIn,Object Property,,,Wildfire,Location,,Links an Wildfire occurrence to the location where it took place,http://www.theworldavatar.com/kg/ontowildfire,
hasWildfireHistory,Object Property,,,Location,WildfireHistory,,Connects a location to its associated Wildfire history.,http://www.theworldavatar.com/kg/ontowildfire,has Wildfire History
hasTimeSeries,Object Property,,,WildfireHistory,TimeSeries,,Associates Wildfire history with a time series of data points.,http://www.theworldavatar.com/kg/ontowildfire,has Time Series
hasShapeFile,Object Property,,,Location,ShapeFile,,Refers to the shapefile associated with a specific location.,http://www.theworldavatar.com/kg/ontowildfire,has Shape File
hasGeometry,Object Property,,,Location,http://www.opengis.net/ont/geosparql#Geometry,,Indicates the geometric representation of a location.,http://www.theworldavatar.com/kg/ontowildfire,has Geometry
isProducedBy,Object Property,,,ShapeFile,Organization,,Identifies the organization that produced a shapefile.,http://www.theworldavatar.com/kg/ontowildfire,is Produced By
hasFileUrl,Object Property,,,ShapeFile,FileUrl,,Points to the URL of the shapefile.,http://www.theworldavatar.com/kg/ontowildfire,has File Url
hasLat,Data Property,,,Location,double,,"This property represents the latitude coordinate of a specific Wildfire location, expressed as a floating-point number.",http://www.theworldavatar.com/kg/ontowildfire,has Lat
hasLon,Data Property,,,Location,double,,"This property represents the longitude coordinate of a specific Wildfire location, expressed as a floating-point number.",http://www.theworldavatar.com/kg/ontowildfire,has Lon
lastUpdateOn,Data Property,,,ShapeFile,date time,,This property represents the timestamp of the most recent update related to the Wildfire situation.,http://www.theworldavatar.com/kg/ontowildfire,last Update On
WildfireAlertOrWarning,Class,,,,,,A notification issued based on predictive analysis or real-time monitoring indicating potential or imminent Wildfire risk in a specific area.,http://www.theworldavatar.com/kg/ontowildfire/,Wildfire alert or warning
WildfireArea,Class,,,,,,Area for which a Wildfire warning or alert service is provided (i.e. area to which a Wildfire warning/alert applies).,http://www.theworldavatar.com/kg/ontowildfire/,Wildfire area
WildfireAlertOrWarningHistory,Class,,,,,,A collection of all previously issued Wildfire warnings and alerts.,http://www.theworldavatar.com/kg/ontowildfire/,Wildfire alert or warning history
https://www.theworldavatar.com/kg/ontotimeseries/TimeSeries,Class,,,,,,,https://www.theworldavatar.com/kg/ontotimeseries/,
currentWarning,Object Property,,,WildfireArea,WildfireAlertOrWarning,,,http://www.theworldavatar.com/kg/ontowildfire/,current warning
hasAlertOrWarningHistory,Object Property,,,WildfireArea,WildfireAlertOrWarningHistory,exactly 1,A relationship between a Wildfire Area and its collection of previous Wildfire warnings and alerts.,http://www.theworldavatar.com/kg/ontowildfire/,has historical warning
https://www.theworldavatar.com/kg/ontotimeseries/hasTimeSeries,Object Property,,,WildfireAlertOrWarningHistory,https://www.theworldavatar.com/kg/ontotimeseries/TimeSeries,exactly 1,A relationship between the collection of previous Wildfire warnings and alerts and their actual time series history.,http://www.theworldavatar.com/kg/ontowildfire/,has time series
Severity,Class,,,,,,The potential impact of the Wildfire associated with a Wildfire warning/alert.,http://www.theworldavatar.com/kg/ontowildfire/,Severity
WildfireAlert,Class,Severity,IS-A,,,,Wildfire alert/warning indicating that Wildfire is possible (i.e. one should be prepared).,http://www.theworldavatar.com/kg/ontowildfire/,Wildfire alert
WildfireWarning,Class,Severity,IS-A,,,,Wildfire alert/warning indicating that Wildfire is expected (i.e. immediate action required).,http://www.theworldavatar.com/kg/ontowildfire/,Wildfire warning
InactiveWildfireWarning,Class,Severity,IS-A,,,,Wildfire alert/warning indicating that the Wildfire warning is no longer active.,http://www.theworldavatar.com/kg/ontowildfire/,Inactive Wildfire Warning
SevereWildfireWarning,Class,Severity,IS-A,,,,Wildfire alert/warning indicating that severe Wildfire is expected (i.e. danger to life).,http://www.theworldavatar.com/kg/ontowildfire/,Severe Wildfire warning
hasSeverity,Object Property,,,WildfireAlertOrWarning,Severity,,A relationship between a Wildfire Alert/Warning and its severity.,http://www.theworldavatar.com/kg/ontowildfire/,has severity
WildfireForecast,Class,,,,,,A forecast of wildfire risk providing the indication of potential potential wildfire events a few days into the future.,http://www.theworldavatar.com/kg/ontowildfire/,Wildfire forecast
RiskLevel,Class,,,,,,A measure of hazard potential defined by expected likelihood and forecasted impact.,http://www.theworldavatar.com/kg/ontowildfire/,Risk level
Likelihood,Class,,,,,,The probability of a forecasted Wildfire event.,http://www.theworldavatar.com/kg/ontowildfire/,Likelihood
PotentialImpact,Class,,,,,,The potential impacts of a forecasted Wildfire event.,http://www.theworldavatar.com/kg/ontowildfire/,Potential impact
WildfireForecastModel,Class,,,,,,"A computational model utilizing meteorological, topographical, and fire behavior data to predict wildfire events.",http://www.theworldavatar.com/kg/ontowildfire/,Wildfire Forecast Model
isGeneratedBasedOn,Object Property,,,WildfireAlertOrWarning,WildfireForecast,,An object property that specifies that a WildfireDataset is derived from either a WildfireForecastModel or a MeteorologicalDataset.,http://www.theworldavatar.com/kg/ontowildfire/,is Based On
hasRiskLevel,Object Property,,,WildfireForecast,RiskLevel,,A relationship between a Wildfire forecast and its anticipated risk.,http://www.theworldavatar.com/kg/ontowildfire/,has risk level
hasLikelihood,Object Property,,,RiskLevel,Likelihood,,A relationship between a risk level and the underlying likelihood.,http://www.theworldavatar.com/kg/ontowildfire/,has likelihood
hasPotentialImpact,Object Property,,,RiskLevel,PotentialImpact,,A relationship between a risk level and the underlying impact potential.,http://www.theworldavatar.com/kg/ontowildfire/,has potential impact
warnsAbout,Object Property,,,WildfireAlertOrWarning,Wildfire,exactly 1,A relationship between a Wildfire Alert/Warning and the actual Wildfire event it refers to.,http://www.theworldavatar.com/kg/ontowildfire/,warns about
isBasedOnDataset,Object Property,,some,WildfireForecastModel,WildfireDataset UNION MeteorologicalDataset,,WildfireDataset is derived from either WildfireForecastModel or MeteorologicalDataset.,http://www.theworldavatar.com/kg/ontowildfire/,is Based On Dataset
hasLocation,Object Property,,,http://sweetontology.net/phen/Event UNION WildfireForecast UNION WildfireArea,Location,exactly 1,A relationship between a (forecasted) event and its geospatial location.,http://www.theworldavatar.com/kg/ontowildfire/,has location
WildfireDataset,Class,,,,,,"an organized dataset containing geospatial, temporal, and environmental wildfire-related data",http://www.theworldavatar.com/kg/ontowildfire/,Wildfire Dataset
MeteorologicalDataset,Class,,,,,,A dataset containing weather-related data.,http://www.theworldavatar.com/kg/ontowildfire/,Meteorological Dataset
Dataset,Class,,,,,,"A structured collection of related data points used for analysis, modeling, or decision-making.",http://www.theworldavatar.com/kg/ontowildfire/,Dataset
Property,Class,,,,,,A measurable characteristic or attribute of an entity.,http://www.theworldavatar.com/kg/ontowildfire/,Property
FeatureOfInterest,Class,,,,,,"A geographic or environmental entity, that is being observed or analyzed.",http://www.theworldavatar.com/kg/ontowildfire/,Feature Of Interest
Measurement,Class,,,,,,"A recorded value representing a property of a feature of interest, obtained through observation or sensors.",http://www.theworldavatar.com/kg/ontowildfire/,Measurement
http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,Class,,,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,Measure
http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,Class,,,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,Unit
Sensor,Class,,,,,,A device that detects and records environmental data for Wildfire monitoring.,http://www.theworldavatar.com/kg/ontowildfire/,Sensor
Interval,Class,,,,,,A defined time period over which measurements or observations are aggregated or analyzed.,http://www.theworldavatar.com/kg/ontowildfire/,Interval
http://www.ontology-of-units-of-measure.org/resource/om-2/hasNumericalValue,Data Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,float,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,has numerical value
http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,Object Property,,,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,http://www.ontology-of-units-of-measure.org/resource/om-2/Unit,,,http://www.ontology-of-units-of-measure.org/resource/om-2/,has unit
hasMeasurementInterval,Object Property,,,Property,Interval,,An object property that associates a property with a specific time interval during which measurements are taken.,http://www.theworldavatar.com/kg/ontowildfire/,has Measurement Interval
isMeasuredBy,Object Property,,,Property,Sensor,,An object property that links a property to the sensor responsible for measuring it.,http://www.theworldavatar.com/kg/ontowildfire/,is Measured By
hasMeasurement,Object Property,,,Property,Measurement,,An object property that connects a property to the corresponding measurement data.,http://www.theworldavatar.com/kg/ontowildfire/,has Measurement
containsProperty,Object Property,,,Dataset,Property,,An object property that indicates that a WildfireDataset contains a specific property related to Wildfire measurements.,http://www.theworldavatar.com/kg/ontowildfire/,contains Property
hasValue,Object Property,,,Measurement,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,,,http://www.theworldavatar.com/kg/ontowildfire/,has value
measurementStarttime,Data Property,,,Property,dateTime,,A data property that defines the starting time of a measurement event.,http://www.theworldavatar.com/kg/ontowildfire/,measurement Starttime
measurementEndtime,Data Property,,,Property,dateTime,,A data property that defines the ending time of a measurement event.,http://www.theworldavatar.com/kg/ontowildfire/,measurement Endtime
